LadlabID,ExclusionGroup,Notes,Gender,DOT,Lang1,Bilingual,Lang2,Location,Experimenter,Enterer,AudioRecorded,Age,AgeGroup,InfinityInterviewDone,HCReceivedSupport,Task,TaskType,TaskItem,Accuracy,Response,HCGroup.spontaneous.noerror,HCGroup.final,HCGroup.best,IsProductive.noerror,IsProductive.final,PGroup.final,SuccessorKnower,EndlessKnower,Category,InfinityStage,DecadeCounter,DecadeKnowledge,EndlessPartial
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,immediate,59,0,30,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,3,1,4,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,23,0,34,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,40,0,thirty-ten,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,62,0,7,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,70,0,4,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,37,0,8,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,29,0,7,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,86,0,70,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,WCN,momentum,59,0,30,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,A1,BiggestNumber,none,,7,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,B1,isBiggest,no,,yes,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,B2,EndOrForever,forever,,end,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,B2,Why,justification,,NR,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,C1,CanWeAddToBigNumber,yes,,no,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,C1,why,justification,,8,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,C2,CanWeAdd1toX,yes,,no,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,C2,why,justification,,NR,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,C3,CanKeepAdding1,yes,,yes,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,C3,why,justification,,NR,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,C3,WhatWouldHappen,justification,,"L, 2",1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,D1,CanYouCountTens,yes,,NA,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,D2,CountingByTens,yes,,NA,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,D3,TenMoreThanTen,twenty,,NA,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010516-K4,include,,f,5/1/16,English,no,NA,museum,JC,JC,no,4.17,4-4.5y,yes,1,D4,TenTwenty,"30,40,50..",,NA,1-low,2-medium,2-medium,0,0,2-Unproductive,0,0,A Non-knower,1,NA,NA,0
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,spontaneous,raw,,1-111.,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,spontaneous,noerror,,111,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,spontaneous,consecutive,,111,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,supported,raw,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,supported,noerror,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,spontaneous,IHC,,111,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,spontaneous,decchangeerror,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,productivity,classification,,prod,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,HC,supported,times,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,practice,1,1,2,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,practice,5,1,6,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,immediate,23,1,24,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,immediate,40,1,41,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,immediate,62,1,63,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,immediate,70,1,71,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,immediate,37,1,38,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,immediate,29,1,30,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,immediate,86,1,87,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,immediate,59,1,60,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,3,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,23,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,40,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,62,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,70,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,37,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,29,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,86,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,WCN,momentum,59,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,A1,BiggestNumber,NA,,one hundred hundreds,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,B1,isBiggest,NA,,IDK [Can you think of a bigger number?] Fifty three seventy one one thousand. [Is that the biggest number there could ever be?] nine thousand forty one fifty three. [Is that the biggest number there could ever be?] yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,B2,EndOrForever,NA,,forever,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,B2,Why,justification,,idk,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,C1,CanWeAddToBigNumber,NA,,yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,C1,why,justification,,NR,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,C2,CanWeAdd1toX,NA,,yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,C2,why,justification,,NR,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,C3,CanKeepAdding1,NA,,yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,C3,why,justification,,NR,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,C3,WhatWouldHappen,justification,,Get the biggest number in the world,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,D1,CanYouCountTens,NA,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,D2,CountingByTens,NA,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,D3,TenMoreThanTen,NA,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
010916-D5,include,,m,9/1/16,English,yes,Spanish,Museum,JC,JC,no,4.78,4.5-5y,yes,0,D4,TenTwenty,NA,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,1,0,C Successor-only,3,NA,NA,1
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,spontaneous,raw,,"1-5,11,12,16,9,12,16.",1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,spontaneous,noerror,,5,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,spontaneous,consecutive,,5,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,supported,raw,,NA,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,supported,noerror,,NA,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,spontaneous,IHC,,5,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,spontaneous,decchangeerror,,NA,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,productivity,classification,,NA,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,HC,supported,times,,NA,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,practice,1,1,2,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,practice,5,1,6,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,immediate,23,0,9,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,immediate,40,0,16,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,immediate,62,0,4,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,immediate,70,0,69,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,immediate,37,0,4,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,immediate,29,0,5,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,immediate,86,0,190,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,immediate,59,0,6,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,3,0,16,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,23,0,26,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,40,0,16,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,62,0,4,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,70,0,9,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,37,0,13,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,29,0,4,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,86,0,9,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
011216-KD1,include,,f,12/1/16,English,no,NA,Museum,JC,JC,no,4,4-4.5y,yes,0,WCN,momentum,59,0,16,1-low,1-low,1-low,0,0,1-Weak,1,0,C Successor-only,3,NA,NA,0
